Date,Country,Market
2005-11-30,PH,EM
2005-11-30,PK,EM
2005-11-30,PL,EM
2005-11-30,PT,DM
2005-11-30,RU,EM
2005-11-30,SE,DM
2005-11-30,SG,DM
2005-11-30,TH,EM
2005-11-30,TR,EM
2005-11-30,TW,EM
2005-11-30,US,DM
2005-11-30,ZA,EM
2005-12-30,AR,EM
2005-12-30,AT,DM
2005-12-30,AU,DM
2005-12-30,BE,DM
2005-12-30,BR,EM
2005-12-30,CA,DM
2005-12-30,CH,DM
2005-12-30,CL,EM
2005-12-30,CN,EM
2005-12-30,CO,EM
2005-12-30,CZ,EM
2005-12-30,DE,DM
2005-12-30,DK,DM
2005-12-30,EG,EM
2005-12-30,ES,DM
2005-12-30,FI,DM
2005-12-30,FR,DM
2005-12-30,GB,DM
2005-12-30,GR,DM
2005-12-30,HK,DM
2005-12-30,HU,EM
2005-12-30,ID,EM
2005-12-30,IE,DM
2005-12-30,IL,EM
2005-12-30,IN,EM
2005-12-30,IT,DM
2005-12-30,JO,EM
2005-12-30,JP,DM
2005-12-30,KR,EM
2005-12-30,LK,EM
2005-12-30,MA,EM
2005-12-30,MX,EM
2005-12-30,MY,EM
2005-12-30,NL,DM
2005-12-30,NO,DM
2005-12-30,NZ,DM
2005-12-30,PE,EM
2005-12-30,PH,EM
2005-12-30,PK,EM
2005-12-30,PL,EM
2005-12-30,PT,DM
2005-12-30,RU,EM
2005-12-30,SE,DM
2005-12-30,SG,DM
2005-12-30,TH,EM
2005-12-30,TR,EM
2005-12-30,TW,EM
2005-12-30,US,DM
2005-12-30,ZA,EM
2006-01-31,AR,EM
2006-01-31,AT,DM
2006-01-31,AU,DM
2006-01-31,BE,DM
2006-01-31,BR,EM
2006-01-31,CA,DM
2006-01-31,CH,DM
2006-01-31,CL,EM
2006-01-31,CN,EM
2006-01-31,CO,EM
2006-01-31,CZ,EM
2006-01-31,DE,DM
2006-01-31,DK,DM
2006-01-31,EG,EM
2006-01-31,ES,DM
2006-01-31,FI,DM
2006-01-31,FR,DM
2006-01-31,GB,DM
2006-01-31,GR,DM
2006-01-31,HK,DM
2006-01-31,HU,EM
2006-01-31,ID,EM
2006-01-31,IE,DM
2006-01-31,IL,EM
2006-01-31,IN,EM
2006-01-31,IT,DM
2006-01-31,JO,EM
2006-01-31,JP,DM
2006-01-31,KR,EM
2006-01-31,LK,EM
2006-01-31,MA,EM
2006-01-31,MX,EM
2006-01-31,MY,EM
2006-01-31,NL,DM
2006-01-31,NO,DM
2006-01-31,NZ,DM
2006-01-31,PE,EM
2006-01-31,PH,EM
2006-01-31,PK,EM
2006-01-31,PL,EM
2006-01-31,PT,DM
2006-01-31,RU,EM
2006-01-31,SE,DM
2006-01-31,SG,DM
2006-01-31,TH,EM
2006-01-31,TR,EM
2006-01-31,TW,EM
2006-01-31,US,DM
2006-01-31,ZA,EM
2006-02-28,AR,EM
2006-02-28,AT,DM
2006-02-28,AU,DM
2006-02-28,BE,DM
2006-02-28,BR,EM
2006-02-28,CA,DM
2006-02-28,CH,DM
2006-02-28,CL,EM
2006-02-28,CN,EM
2006-02-28,CO,EM
2006-02-28,CZ,EM
2006-02-28,DE,DM
2006-02-28,DK,DM
2006-02-28,EG,EM
2006-02-28,ES,DM
2006-02-28,FI,DM
2006-02-28,FR,DM
2006-02-28,GB,DM
2006-02-28,GR,DM
2006-02-28,HK,DM
2006-02-28,HU,EM
2006-02-28,ID,EM
2006-02-28,IE,DM
2006-02-28,IL,EM
2006-02-28,IN,EM
2006-02-28,IT,DM
2006-02-28,JO,EM
2006-02-28,JP,DM
2006-02-28,KR,EM
2006-02-28,LK,EM
2006-02-28,MA,EM
2006-02-28,MX,EM
2006-02-28,MY,EM
2006-02-28,NL,DM
2006-02-28,NO,DM
2006-02-28,NZ,DM
2006-02-28,PE,EM
2006-02-28,PH,EM
2006-02-28,PK,EM
2006-02-28,PL,EM
2006-02-28,PT,DM
2006-02-28,RU,EM
2006-02-28,SE,DM
2006-02-28,SG,DM
2006-02-28,TH,EM
2006-02-28,TR,EM
2006-02-28,TW,EM
2006-02-28,US,DM
2006-02-28,ZA,EM
2006-03-31,AR,EM
2006-03-31,AT,DM
2006-03-31,AU,DM
2006-03-31,BE,DM
2006-03-31,BR,EM
2006-03-31,CA,DM
2006-03-31,CH,DM
2006-03-31,CL,EM
2006-03-31,CN,EM
2006-03-31,CO,EM
2006-03-31,CZ,EM
2006-03-31,DE,DM
2006-03-31,DK,DM
2006-03-31,EG,EM
2006-03-31,ES,DM
2006-03-31,FI,DM
2006-03-31,FR,DM
2006-03-31,GB,DM
2006-03-31,GR,DM
2006-03-31,HK,DM
2006-03-31,HU,EM
2006-03-31,ID,EM
2006-03-31,IE,DM
2006-03-31,IL,EM
2006-03-31,IN,EM
2006-03-31,IT,DM
2006-03-31,JO,EM
2006-03-31,JP,DM
2006-03-31,KR,EM
2006-03-31,LK,EM
2006-03-31,MA,EM
2006-03-31,MX,EM
2006-03-31,MY,EM
2006-03-31,NL,DM
2006-03-31,NO,DM
2006-03-31,NZ,DM
2006-03-31,PE,EM
2006-03-31,PH,EM
2006-03-31,PK,EM
2006-03-31,PL,EM
2006-03-31,PT,DM
2006-03-31,RU,EM
2006-03-31,SE,DM
2006-03-31,SG,DM
2006-03-31,TH,EM
2006-03-31,TR,EM
2006-03-31,TW,EM
2006-03-31,US,DM
2006-03-31,ZA,EM
2006-04-28,AR,EM
2006-04-28,AT,DM
2006-04-28,AU,DM
2006-04-28,BE,DM
2006-04-28,BR,EM
2006-04-28,CA,DM
2006-04-28,CH,DM
2006-04-28,CL,EM
2006-04-28,CN,EM
2006-04-28,CO,EM
2006-04-28,CZ,EM
2006-04-28,DE,DM
2006-04-28,DK,DM
2006-04-28,EG,EM
2006-04-28,ES,DM
2006-04-28,FI,DM
2006-04-28,FR,DM
2006-04-28,GB,DM
2006-04-28,GR,DM
2006-04-28,HK,DM
2006-04-28,HU,EM
2006-04-28,ID,EM
2006-04-28,IE,DM
2006-04-28,IL,EM
2006-04-28,IN,EM
2006-04-28,IT,DM
2006-04-28,JO,EM
2006-04-28,JP,DM
2006-04-28,KR,EM
2006-04-28,LK,EM
2006-04-28,MA,EM
2006-04-28,MX,EM
2006-04-28,MY,EM
2006-04-28,NL,DM
2006-04-28,NO,DM
2006-04-28,NZ,DM
2006-04-28,PE,EM
2006-04-28,PH,EM
2006-04-28,PK,EM
2006-04-28,PL,EM
2006-04-28,PT,DM
2006-04-28,RU,EM
2006-04-28,SE,DM
2006-04-28,SG,DM
2006-04-28,TH,EM
2006-04-28,TR,EM
2006-04-28,TW,EM
2006-04-28,US,DM
2006-04-28,ZA,EM
2006-05-31,AR,EM
2006-05-31,AT,DM
2006-05-31,AU,DM
2006-05-31,BE,DM
2006-05-31,BR,EM
2006-05-31,CA,DM
2006-05-31,CH,DM
2006-05-31,CL,EM
2006-05-31,CN,EM
2006-05-31,CO,EM
2006-05-31,CZ,EM
2006-05-31,DE,DM
2006-05-31,DK,DM
2006-05-31,EG,EM
2006-05-31,ES,DM
2006-05-31,FI,DM
2006-05-31,FR,DM
2006-05-31,GB,DM
2006-05-31,GR,DM
2006-05-31,HK,DM
2006-05-31,HU,EM
2006-05-31,ID,EM
2006-05-31,IE,DM
2006-05-31,IL,EM
2006-05-31,IN,EM
2006-05-31,IT,DM
2006-05-31,JO,EM
2006-05-31,JP,DM
2006-05-31,KR,EM
2006-05-31,LK,EM
2006-05-31,MA,EM
2006-05-31,MX,EM
2006-05-31,MY,EM
2006-05-31,NL,DM
2006-05-31,NO,DM
2006-05-31,NZ,DM
2006-05-31,PE,EM
2006-05-31,PH,EM
2006-05-31,PK,EM
2006-05-31,PL,EM
2006-05-31,PT,DM
2006-05-31,RU,EM
2006-05-31,SE,DM
2006-05-31,SG,DM
2006-05-31,TH,EM
2006-05-31,TR,EM
2006-05-31,TW,EM
2006-05-31,US,DM
2006-05-31,ZA,EM
2006-06-30,AR,EM
2006-06-30,AT,DM
2006-06-30,AU,DM
2006-06-30,BE,DM
2006-06-30,BR,EM
2006-06-30,CA,DM
2006-06-30,CH,DM
2006-06-30,CL,EM
2006-06-30,CN,EM
2006-06-30,CO,EM
2006-06-30,CZ,EM
2006-06-30,DE,DM
2006-06-30,DK,DM
2006-06-30,EG,EM
2006-06-30,ES,DM
2006-06-30,FI,DM
2006-06-30,FR,DM
2006-06-30,GB,DM
2006-06-30,GR,DM
2006-06-30,HK,DM
2006-06-30,HU,EM
2006-06-30,ID,EM
2006-06-30,IE,DM
2006-06-30,IL,EM
2006-06-30,IN,EM
2006-06-30,IT,DM
2006-06-30,JO,EM
2006-06-30,JP,DM
2006-06-30,KR,EM
2006-06-30,LK,EM
2006-06-30,MA,EM
2006-06-30,MX,EM
2006-06-30,MY,EM
2006-06-30,NL,DM
2006-06-30,NO,DM
2006-06-30,NZ,DM
2006-06-30,PE,EM
2006-06-30,PH,EM
2006-06-30,PK,EM
2006-06-30,PL,EM
2006-06-30,PT,DM
2006-06-30,RU,EM
2006-06-30,SE,DM
2006-06-30,SG,DM
2006-06-30,TH,EM
2006-06-30,TR,EM
2006-06-30,TW,EM
2006-06-30,US,DM
2006-06-30,ZA,EM
2006-07-31,AR,EM
2006-07-31,AT,DM
2006-07-31,AU,DM
2006-07-31,BE,DM
2006-07-31,BR,EM
2006-07-31,CA,DM
2006-07-31,CH,DM
2006-07-31,CL,EM
2006-07-31,CN,EM
2006-07-31,CO,EM
2006-07-31,CZ,EM
2006-07-31,DE,DM
2006-07-31,DK,DM
2006-07-31,EG,EM
2006-07-31,ES,DM
2006-07-31,FI,DM
2006-07-31,FR,DM
2006-07-31,GB,DM
2006-07-31,GR,DM
2006-07-31,HK,DM
2006-07-31,HU,EM
2006-07-31,ID,EM
2006-07-31,IE,DM
2006-07-31,IL,EM
2006-07-31,IN,EM
2006-07-31,IT,DM
2006-07-31,JO,EM
2006-07-31,JP,DM
2006-07-31,KR,EM
2006-07-31,LK,EM
2006-07-31,MA,EM
2006-07-31,MX,EM
2006-07-31,MY,EM
2006-07-31,NL,DM
2006-07-31,NO,DM
2006-07-31,NZ,DM
2006-07-31,PE,EM
2006-07-31,PH,EM
2006-07-31,PK,EM
2006-07-31,PL,EM
2006-07-31,PT,DM
2006-07-31,RU,EM
2006-07-31,SE,DM
2006-07-31,SG,DM
2006-07-31,TH,EM
2006-07-31,TR,EM
2006-07-31,TW,EM
2006-07-31,US,DM
2006-07-31,ZA,EM
2006-08-31,AR,EM
2006-08-31,AT,DM
2006-08-31,AU,DM
2006-08-31,BE,DM
2006-08-31,BR,EM
2006-08-31,CA,DM
2006-08-31,CH,DM
2006-08-31,CL,EM
2006-08-31,CN,EM
2006-08-31,CO,EM
2006-08-31,CZ,EM
2006-08-31,DE,DM
2006-08-31,DK,DM
2006-08-31,EG,EM
2006-08-31,ES,DM
2006-08-31,FI,DM
2006-08-31,FR,DM
2006-08-31,GB,DM
2006-08-31,GR,DM
2006-08-31,HK,DM
2006-08-31,HU,EM
2006-08-31,ID,EM
2006-08-31,IE,DM
2006-08-31,IL,EM
2006-08-31,IN,EM
2006-08-31,IT,DM
2006-08-31,JO,EM
2006-08-31,JP,DM
2006-08-31,KR,EM
2006-08-31,LK,EM
2006-08-31,MA,EM
2006-08-31,MX,EM
2006-08-31,MY,EM
2006-08-31,NL,DM
2006-08-31,NO,DM
2006-08-31,NZ,DM
2006-08-31,PE,EM
2006-08-31,PH,EM
2006-08-31,PK,EM
2006-08-31,PL,EM
2006-08-31,PT,DM
2006-08-31,RU,EM
2006-08-31,SE,DM
2006-08-31,SG,DM
2006-08-31,TH,EM
2006-08-31,TR,EM
2006-08-31,TW,EM
2006-08-31,US,DM
2006-08-31,ZA,EM
2006-09-29,AR,EM
2006-09-29,AT,DM
2006-09-29,AU,DM
2006-09-29,BE,DM
2006-09-29,BR,EM
2006-09-29,CA,DM
2006-09-29,CH,DM
2006-09-29,CL,EM
2006-09-29,CN,EM
2006-09-29,CO,EM
2006-09-29,CZ,EM
2006-09-29,DE,DM
2006-09-29,DK,DM
2006-09-29,EG,EM
2006-09-29,ES,DM
2006-09-29,FI,DM
2006-09-29,FR,DM
2006-09-29,GB,DM
2006-09-29,GR,DM
2006-09-29,HK,DM
2006-09-29,HU,EM
2006-09-29,ID,EM
2006-09-29,IE,DM
2006-09-29,IL,EM
2006-09-29,IN,EM
2006-09-29,IT,DM
2006-09-29,JO,EM
2006-09-29,JP,DM
2006-09-29,KR,EM
2006-09-29,LK,EM
2006-09-29,MA,EM
2006-09-29,MX,EM
2006-09-29,MY,EM
2006-09-29,NL,DM
2006-09-29,NO,DM
2006-09-29,NZ,DM
2006-09-29,PE,EM
2006-09-29,PH,EM
2006-09-29,PK,EM
2006-09-29,PL,EM
2006-09-29,PT,DM
2006-09-29,RU,EM
2006-09-29,SE,DM
2006-09-29,SG,DM
2006-09-29,TH,EM
2006-09-29,TR,EM
2006-09-29,TW,EM
2006-09-29,US,DM
2006-09-29,ZA,EM
2006-10-31,AR,EM
2006-10-31,AT,DM
2006-10-31,AU,DM
2006-10-31,BE,DM
2006-10-31,BR,EM
2006-10-31,CA,DM
2006-10-31,CH,DM
2006-10-31,CL,EM
2006-10-31,CN,EM
2006-10-31,CO,EM
2006-10-31,CZ,EM
2006-10-31,DE,DM
2006-10-31,DK,DM
2006-10-31,EG,EM
2006-10-31,ES,DM
2006-10-31,FI,DM
2006-10-31,FR,DM
2006-10-31,GB,DM
2006-10-31,GR,DM
2006-10-31,HK,DM
2006-10-31,HU,EM
2006-10-31,ID,EM
2006-10-31,IE,DM
2006-10-31,IL,EM
2006-10-31,IN,EM
2006-10-31,IT,DM
2006-10-31,JO,EM
2006-10-31,JP,DM
2006-10-31,KR,EM
2006-10-31,LK,EM
2006-10-31,MA,EM
2006-10-31,MX,EM
2006-10-31,MY,EM
2006-10-31,NL,DM
2006-10-31,NO,DM
2006-10-31,NZ,DM
2006-10-31,PE,EM
2006-10-31,PH,EM
2006-10-31,PK,EM
2006-10-31,PL,EM
2006-10-31,PT,DM
2006-10-31,RU,EM
2006-10-31,SE,DM
2006-10-31,SG,DM
2006-10-31,TH,EM
2006-10-31,TR,EM
2006-10-31,TW,EM
2006-10-31,US,DM
2006-10-31,ZA,EM
2006-11-30,AR,EM
2006-11-30,AT,DM
2006-11-30,AU,DM
2006-11-30,BE,DM
2006-11-30,BR,EM
2006-11-30,CA,DM
2006-11-30,CH,DM
2006-11-30,CL,EM
2006-11-30,CN,EM
2006-11-30,CO,EM
2006-11-30,CZ,EM
2006-11-30,DE,DM
2006-11-30,DK,DM
2006-11-30,EG,EM
2006-11-30,ES,DM
2006-11-30,FI,DM
2006-11-30,FR,DM
2006-11-30,GB,DM
2006-11-30,GR,DM
2006-11-30,HK,DM
2006-11-30,HU,EM
2006-11-30,ID,EM
2006-11-30,IE,DM
2006-11-30,IL,EM
2006-11-30,IN,EM
2006-11-30,IT,DM
2006-11-30,JO,EM
2006-11-30,JP,DM
2006-11-30,KR,EM
2006-11-30,LK,EM
2006-11-30,MA,EM
2006-11-30,MX,EM
2006-11-30,MY,EM
2006-11-30,NL,DM
2006-11-30,NO,DM
2006-11-30,NZ,DM
2006-11-30,PE,EM
2006-11-30,PH,EM
2006-11-30,PK,EM
2006-11-30,PL,EM
2006-11-30,PT,DM
2006-11-30,RU,EM
2006-11-30,SE,DM
2006-11-30,SG,DM
2006-11-30,TH,EM
2006-11-30,TR,EM
2006-11-30,TW,EM
2006-11-30,US,DM
2006-11-30,ZA,EM
2006-12-29,AR,EM
2006-12-29,AT,DM
2006-12-29,AU,DM
2006-12-29,BE,DM
2006-12-29,BR,EM
2006-12-29,CA,DM
2006-12-29,CH,DM
2006-12-29,CL,EM
2006-12-29,CN,EM
2006-12-29,CO,EM
2006-12-29,CZ,EM
2006-12-29,DE,DM
2006-12-29,DK,DM
2006-12-29,EG,EM
2006-12-29,ES,DM
2006-12-29,FI,DM
2006-12-29,FR,DM
2006-12-29,GB,DM
2006-12-29,GR,DM
2006-12-29,HK,DM
2006-12-29,HU,EM
2006-12-29,ID,EM
2006-12-29,IE,DM
2006-12-29,IL,EM
2006-12-29,IN,EM
2006-12-29,IT,DM
2006-12-29,JO,EM
2006-12-29,JP,DM
2006-12-29,KR,EM
2006-12-29,LK,EM
2006-12-29,MA,EM
2006-12-29,MX,EM
2006-12-29,MY,EM
2006-12-29,NL,DM
2006-12-29,NO,DM
2006-12-29,NZ,DM
2006-12-29,PE,EM
2006-12-29,PH,EM
2006-12-29,PK,EM
2006-12-29,PL,EM
2006-12-29,PT,DM
2006-12-29,RU,EM
2006-12-29,SE,DM
2006-12-29,SG,DM
2006-12-29,TH,EM
2006-12-29,TR,EM
2006-12-29,TW,EM
2006-12-29,US,DM
2006-12-29,ZA,EM
2007-01-31,AE,FM
2007-01-31,AR,EM
2007-01-31,AT,DM
2007-01-31,AU,DM
2007-01-31,BD,FM
2007-01-31,BE,DM
2007-01-31,BG,FM
2007-01-31,BH,FM
2007-01-31,BR,EM
2007-01-31,BW,FM
2007-01-31,CA,DM
2007-01-31,CH,DM
2007-01-31,CL,EM
2007-01-31,CN,EM
2007-01-31,CO,EM
2007-01-31,CY,FM
2007-01-31,CZ,EM
2007-01-31,DE,DM
2007-01-31,DK,DM
2007-01-31,EC,FM
2007-01-31,EE,FM
2007-01-31,EG,EM
2007-01-31,ES,DM
2007-01-31,FI,DM
2007-01-31,FR,DM
2007-01-31,GB,DM
2007-01-31,GH,FM
2007-01-31,GR,DM
2007-01-31,HK,DM
2007-01-31,HR,FM
2007-01-31,HU,EM
2007-01-31,ID,EM
2007-01-31,IE,DM
2007-01-31,IL,EM
2007-01-31,IN,EM
2007-01-31,IT,DM
2007-01-31,JO,EM
2007-01-31,JP,DM
2007-01-31,KE,FM
2007-01-31,KR,EM
2007-01-31,KW,FM
2007-01-31,KZ,FM
2007-01-31,LB,FM
2007-01-31,LK,EM
2007-01-31,LT,FM
2007-01-31,LV,FM
2007-01-31,MA,EM
2007-01-31,MT,FM
2007-01-31,MU,FM
2007-01-31,MX,EM
2007-01-31,MY,EM
2007-01-31,NA,FM
2007-01-31,NG,FM
2007-01-31,NL,DM
2007-01-31,NO,DM
2007-01-31,NZ,DM
2007-01-31,OM,FM
2007-01-31,PA,FM
2007-01-31,PE,EM
2007-01-31,PH,EM
2007-01-31,PK,EM
2007-01-31,PL,EM
2007-01-31,PT,DM
2007-01-31,QA,FM
2007-01-31,RO,FM
2007-01-31,RU,EM
2007-01-31,SA,FM
2007-01-31,SE,DM
2007-01-31,SG,DM
2007-01-31,SI,FM
2007-01-31,SK,FM
2007-01-31,TH,EM
2007-01-31,TN,FM
2007-01-31,TR,EM
2007-01-31,TW,EM
2007-01-31,UA,FM
2007-01-31,US,DM
2007-01-31,VN,FM
2007-01-31,ZA,EM
2007-02-28,AE,FM
2007-02-28,AR,EM
2007-02-28,AT,DM
2007-02-28,AU,DM
2007-02-28,BD,FM
2007-02-28,BE,DM
2007-02-28,BG,FM
2007-02-28,BH,FM
2007-02-28,BR,EM
2007-02-28,BW,FM
2007-02-28,CA,DM
2007-02-28,CH,DM
2007-02-28,CL,EM
2007-02-28,CN,EM
2007-02-28,CO,EM
2007-02-28,CY,FM
2007-02-28,CZ,EM
2007-02-28,DE,DM
2007-02-28,DK,DM
2007-02-28,EC,FM
2007-02-28,EE,FM
2007-02-28,EG,EM
2007-02-28,ES,DM
2007-02-28,FI,DM
2007-02-28,FR,DM
2007-02-28,GB,DM
2007-02-28,GH,FM
2007-02-28,GR,DM
2007-02-28,HK,DM
2007-02-28,HR,FM
2007-02-28,HU,EM
2007-02-28,ID,EM
2007-02-28,IE,DM
2007-02-28,IL,EM
2007-02-28,IN,EM
2007-02-28,IT,DM
2007-02-28,JO,EM
2007-02-28,JP,DM
2007-02-28,KE,FM
2007-02-28,KR,EM
2007-02-28,KW,FM
2007-02-28,KZ,FM
2007-02-28,LB,FM
2007-02-28,LK,EM
2007-02-28,LT,FM
2007-02-28,LV,FM
2007-02-28,MA,EM
2007-02-28,MT,FM
2007-02-28,MU,FM
2007-02-28,MX,EM
2007-02-28,MY,EM
2007-02-28,NA,FM
2007-02-28,NG,FM
2007-02-28,NL,DM
2007-02-28,NO,DM
2007-02-28,NZ,DM
2007-02-28,OM,FM
2007-02-28,PA,FM
2007-02-28,PE,EM
2007-02-28,PH,EM
2007-02-28,PK,EM
2007-02-28,PL,EM
2007-02-28,PT,DM
2007-02-28,QA,FM
2007-02-28,RO,FM
2007-02-28,RU,EM
2007-02-28,SA,FM
2007-02-28,SE,DM
2007-02-28,SG,DM
2007-02-28,SI,FM
2007-02-28,SK,FM
2007-02-28,TH,EM
2007-02-28,TN,FM
2007-02-28,TR,EM
2007-02-28,TW,EM
2007-02-28,UA,FM
2007-02-28,US,DM
2007-02-28,VN,FM
2007-02-28,ZA,EM
2007-03-30,AE,FM
2007-03-30,AR,EM
2007-03-30,AT,DM
2007-03-30,AU,DM
2007-03-30,BD,FM
2007-03-30,BE,DM
2007-03-30,BG,FM
2007-03-30,BH,FM
2007-03-30,BR,EM
2007-03-30,BW,FM
2007-03-30,CA,DM
2007-03-30,CH,DM
2007-03-30,CI,FM
2007-03-30,CL,EM
2007-03-30,CN,EM
2007-03-30,CO,EM
2007-03-30,CY,FM
2007-03-30,CZ,EM
2007-03-30,DE,DM
2007-03-30,DK,DM
2007-03-30,EC,FM
2007-03-30,EE,FM
2007-03-30,EG,EM
2007-03-30,ES,DM
2007-03-30,FI,DM
2007-03-30,FR,DM
2007-03-30,GB,DM
2007-03-30,GH,FM
2007-03-30,GR,DM
2007-03-30,HK,DM
2007-03-30,HR,FM
2007-03-30,HU,EM
2007-03-30,ID,EM
2007-03-30,IE,DM
2007-03-30,IL,EM
2007-03-30,IN,EM
2007-03-30,IT,DM
2007-03-30,JO,EM
2007-03-30,JP,DM
2007-03-30,KE,FM
2007-03-30,KR,EM
2007-03-30,KW,FM
2007-03-30,KZ,FM
2007-03-30,LB,FM
2007-03-30,LK,EM
2007-03-30,LT,FM
2007-03-30,LV,FM
2007-03-30,MA,EM
2007-03-30,MT,FM
2007-03-30,MU,FM
2007-03-30,MX,EM
2007-03-30,MY,EM
2007-03-30,NA,FM
2007-03-30,NG,FM
2007-03-30,NL,DM
2007-03-30,NO,DM
2007-03-30,NZ,DM
2007-03-30,OM,FM
2007-03-30,PA,FM
2007-03-30,PE,EM
2007-03-30,PH,EM
2007-03-30,PK,EM
2007-03-30,PL,EM
2007-03-30,PT,DM
2007-03-30,QA,FM
2007-03-30,RO,FM
2007-03-30,RS,FM
2007-03-30,RU,EM
2007-03-30,SA,FM
2007-03-30,SE,DM
2007-03-30,SG,DM
2007-03-30,SI,FM
2007-03-30,SK,FM
2007-03-30,TH,EM
2007-03-30,TN,FM
2007-03-30,TR,EM
2007-03-30,TW,EM
2007-03-30,UA,FM
2007-03-30,US,DM
2007-03-30,VN,FM
2007-03-30,ZA,EM
2007-04-30,AE,FM
2007-04-30,AR,EM
2007-04-30,AT,DM
2007-04-30,AU,DM
2007-04-30,BD,FM
2007-04-30,BE,DM
2007-04-30,BG,FM
2007-04-30,BH,FM
2007-04-30,BR,EM
2007-04-30,BW,FM
2007-04-30,CA,DM
2007-04-30,CH,DM
2007-04-30,CI,FM
2007-04-30,CL,EM
2007-04-30,CN,EM
2007-04-30,CO,EM
2007-04-30,CY,FM
2007-04-30,CZ,EM
2007-04-30,DE,DM
2007-04-30,DK,DM
2007-04-30,EC,FM
2007-04-30,EE,FM
2007-04-30,EG,EM
2007-04-30,ES,DM
2007-04-30,FI,DM
2007-04-30,FR,DM
2007-04-30,GB,DM
2007-04-30,GH,FM
2007-04-30,GR,DM
2007-04-30,HK,DM
2007-04-30,HR,FM
2007-04-30,HU,EM
2007-04-30,ID,EM
2007-04-30,IE,DM
2007-04-30,IL,EM
2007-04-30,IN,EM
2007-04-30,IT,DM
2007-04-30,JO,EM
2007-04-30,JP,DM
2007-04-30,KE,FM
2007-04-30,KR,EM
2007-04-30,KW,FM
2007-04-30,KZ,FM
2007-04-30,LB,FM
2007-04-30,LK,EM
2007-04-30,LT,FM
2007-04-30,LV,FM
2007-04-30,MA,EM
2007-04-30,MT,FM
2007-04-30,MU,FM
2007-04-30,MX,EM
2007-04-30,MY,EM
2007-04-30,NA,FM
2007-04-30,NG,FM
2007-04-30,NL,DM
2007-04-30,NO,DM
2007-04-30,NZ,DM
2007-04-30,OM,FM
2007-04-30,PA,FM
2007-04-30,PE,EM
2007-04-30,PH,EM
2007-04-30,PK,EM
2007-04-30,PL,EM
2007-04-30,PT,DM
2007-04-30,QA,FM
2007-04-30,RO,FM
2007-04-30,RS,FM
2007-04-30,RU,EM
2007-04-30,SA,FM
2007-04-30,SE,DM
2007-04-30,SG,DM
2007-04-30,SI,FM
2007-04-30,SK,FM
2007-04-30,TH,EM
2007-04-30,TN,FM
2007-04-30,TR,EM
2007-04-30,TW,EM
2007-04-30,UA,FM
2007-04-30,US,DM
2007-04-30,VN,FM
2007-04-30,ZA,EM
2007-05-31,AE,FM
2007-05-31,AR,EM
2007-05-31,AT,DM
2007-05-31,AU,DM
2007-05-31,BD,FM
2007-05-31,BE,DM
2007-05-31,BG,FM
2007-05-31,BH,FM
2007-05-31,BR,EM
2007-05-31,BW,FM
2007-05-31,CA,DM
2007-05-31,CH,DM
2007-05-31,CI,FM
2007-05-31,CL,EM
2007-05-31,CN,EM
2007-05-31,CO,EM
2007-05-31,CY,FM
2007-05-31,CZ,EM
2007-05-31,DE,DM
2007-05-31,DK,DM
2007-05-31,EC,FM
2007-05-31,EE,FM
2007-05-31,EG,EM
2007-05-31,ES,DM
2007-05-31,FI,DM
2007-05-31,FR,DM
2007-05-31,GB,DM
2007-05-31,GH,FM
2007-05-31,GR,DM
2007-05-31,HK,DM
2007-05-31,HR,FM
2007-05-31,HU,EM
2007-05-31,ID,EM
2007-05-31,IE,DM
2007-05-31,IL,EM
2007-05-31,IN,EM
2007-05-31,IT,DM
2007-05-31,JO,EM
2007-05-31,JP,DM
2007-05-31,KE,FM
2007-05-31,KR,EM
2007-05-31,KW,FM
2007-05-31,KZ,FM
2007-05-31,LB,FM
2007-05-31,LK,EM
2007-05-31,LT,FM
2007-05-31,LV,FM
2007-05-31,MA,EM
2007-05-31,MT,FM
2007-05-31,MU,FM
2007-05-31,MX,EM
2007-05-31,MY,EM
2007-05-31,NA,FM
2007-05-31,NG,FM
2007-05-31,NL,DM
2007-05-31,NO,DM
2007-05-31,NZ,DM
2007-05-31,OM,FM
2007-05-31,PA,FM
2007-05-31,PE,EM
2007-05-31,PH,EM
2007-05-31,PK,EM
2007-05-31,PL,EM
2007-05-31,PT,DM
2007-05-31,QA,FM
2007-05-31,RO,FM
2007-05-31,RS,FM
2007-05-31,RU,EM
2007-05-31,SA,FM
2007-05-31,SE,DM
2007-05-31,SG,DM
2007-05-31,SI,FM
2007-05-31,SK,FM
2007-05-31,TH,EM
2007-05-31,TN,FM
2007-05-31,TR,EM
2007-05-31,TW,EM
2007-05-31,UA,FM
2007-05-31,US,DM
2007-05-31,VN,FM
2007-05-31,ZA,EM
2007-06-29,AE,FM
2007-06-29,AR,EM
2007-06-29,AT,DM
2007-06-29,AU,DM
2007-06-29,BD,FM
2007-06-29,BE,DM
2007-06-29,BG,FM
2007-06-29,BH,FM
2007-06-29,BR,EM
2007-06-29,BW,FM
2007-06-29,CA,DM
2007-06-29,CH,DM
2007-06-29,CI,FM
2007-06-29,CL,EM
2007-06-29,CN,EM
2007-06-29,CO,EM
2007-06-29,CY,FM
2007-06-29,CZ,EM
2007-06-29,DE,DM
2007-06-29,DK,DM
2007-06-29,EC,FM
2007-06-29,EE,FM
2007-06-29,EG,EM
